Education,Experience,Job_Title,Age,Gender,Location,Salary_USD
High School,4,Customer Service Manager,43,Male,Dominican-Republic,15192.293826309116
PhD,24,Librarian,49,Female,Portugal,78900.0
Master,21,Marketing Manager,31,Female,United-States,77970.10754769079
Master,25,Administrative Assistant,46,Male,Taiwan,42348.38263266142
Master,28,Retail Store Manager,34,Female,Philippines,66075.25177070765
PhD,19,Librarian,22,Male,Canada,71944.88338485983
High School,9,Sales Representative,37,Female,Jamaica,16915.09047489508
PhD,18,Operations Coordinator,45,Male,Ireland,91930.16908754615
Master,15,Sales Representative,63,Male,Yugoslavia,92336.8183597464
Bachelor,14,Administrative Assistant,55,Female,Philippines,29271.38376114366
PhD,6,Financial Analyst,23,Female,Taiwan,126411.70278678866
PhD,26,Librarian,53,Female,Dominican-Republic,78900.0
PhD,16,Construction Worker,27,Female,Guatemala,56158.68464277943
High School,8,Retail Store Manager,64,Female,Scotland,12093.178175977262
Master,26,Social Worker,60,Male,Cambodia,63360.0
High School,25,Sales Representative,28,Female,Yugoslavia,19282.873916493267
Master,24,Teacher,36,Female,Ecuador,55763.65697609419
High School,27,Graphic Designer,61,Male,Mexico,15981.30308926266
Master,7,Operations Coordinator,27,Female,Philippines,65605.84240465604
Master,23,Graphic Designer,54,Female,United-States,72457.15964089046
Bachelor,3,Marketing Manager,54,Male,Vietnam,52401.82980316466
Bachelor,1,Graphic Designer,45,Male,Ireland,34133.14764621515
Bachelor,27,Operations Coordinator,34,Male,Yugoslavia,46535.82525388816
Master,13,Logistics Coordinator,51,Male,United-States,67081.24610792242
High School,4,Graphic Designer,42,Male,Canada,13188.451635522022
Bachelor,29,Nurse,32,Female,Jamaica,68279.24821427546
Bachelor,22,Accountant,61,Male,United-States,69742.49412825792
High School,6,Librarian,63,Female,United-States,11960.429377166609
Bachelor,26,Sales Representative,52,Male,Yugoslavia,59782.9736112837
PhD,25,Event Planner,32,Male,Jamaica,119046.297285218
PhD,8,Operations Coordinator,56,Male,Philippines,83511.05452071525
Master,24,Construction Worker,51,Female,Honduras,44097.402725827145
Master,17,Administrative Assistant,31,Female,Haiti,37653.12379889212
Bachelor,17,Graphic Designer,36,Male,Greece,47005.23624825813
PhD,28,Graphic Designer,51,Male,South,105000.0
PhD,2,Librarian,45,Female,England,75658.80079526776
Bachelor,4,Teacher,36,Male,Yugoslavia,30239.447916606852
High School,20,Accountant,25,Female,?,22999.790928446713
Master,16,Marketing Manager,28,Female,China,61726.40926987778
Master,29,HR Specialist,39,Female,Peru,103680.0
Bachelor,26,HR Specialist,38,Female,Iran,67427.35028198424
Master,9,Marketing Manager,59,Female,Outlying-US(Guam-USVI-etc),54667.12050403221
Master,1,Teacher,47,Male,Columbia,53403.74201954072
Bachelor,10,HR Specialist,26,Female,China,63247.01340551456
Master,25,Event Planner,21,Male,Jamaica,80280.73413710452
Master,5,Graphic Designer,51,Male,Hong,60354.2484544766
High School,3,Logistics Coordinator,35,Male,Hungary,13815.321252590402
PhD,24,Marketing Manager,43,Female,Peru,139489.02128090567
Master,4,Project Manager (Non-IT),59,Female,?,118934.3403281477
Master,25,HR Specialist,44,Male,China,101433.73660636847
PhD,18,Accountant,54,Female,Italy,143741.89585436592
Master,1,Nurse,52,Female,Honduras,92020.69250483021
Master,24,Customer Service Manager,26,Male,Portugal,84775.71945520995
High School,16,Librarian,41,Male,Germany,11404.170543143664
PhD,6,Project Manager (Non-IT),64,Male,Columbia,146613.7021610155
Bachelor,27,Accountant,40,Female,Iran,69606.49449325186
Bachelor,1,Graphic Designer,38,Female,Mexico,37816.453521467236
High School,17,Librarian,47,Female,Nicaragua,12408.450497428126
High School,6,HR Specialist,60,Male,France,20493.054626086563
High School,14,HR Specialist,52,Female,Philippines,21928.472907211013
High School,23,Marketing Manager,22,Female,England,22110.738496461647
PhD,22,HR Specialist,59,Female,Nicaragua,135406.18262543992
Master,15,Accountant,46,Female,Dominican-Republic,104545.05289307472
High School,8,Marketing Manager,28,Male,Canada,11262.294151946635
Bachelor,29,Financial Analyst,45,Male,Nicaragua,78000.0
Master,13,Sales Representative,55,Male,Mexico,91093.90764853478
Master,14,Retail Store Manager,33,Female,United-States,54262.10933308683
Bachelor,28,Accountant,21,Female,Haiti,67987.16497567557
PhD,19,Administrative Assistant,61,Female,Puerto-Rico,67182.12430423032
Bachelor,28,Graphic Designer,52,Female,England,50647.660658011024
Master,12,Graphic Designer,58,Female,Mexico,68959.77451078781
Master,20,Construction Worker,54,Male,Thailand,44279.4071133323
Master,13,Data Entry Clerk,61,Female,Puerto-Rico,30485.721450204062
Master,19,Graphic Designer,45,Male,Nicaragua,66887.58855522962
Bachelor,9,Librarian,20,Female,Portugal,33412.438616288884
Bachelor,2,Retail Store Manager,44,Female,United-States,28534.681939721733
High School,16,Sales Representative,24,Female,India,16234.259333838223
Bachelor,12,Retail Store Manager,56,Female,Haiti,40080.53881782176
PhD,28,Graphic Designer,49,Female,Cambodia,105000.0
High School,12,Retail Store Manager,45,Female,Columbia,13478.473129598658
Bachelor,4,Marketing Manager,49,Male,Greece,40946.68490857027
PhD,22,Graphic Designer,55,Female,?,100714.62030604678
PhD,26,Logistics Coordinator,51,Male,Canada,104622.95882605268
High School,4,Retail Store Manager,43,Female,Cuba,12360.959350739757
High School,28,Event Planner,43,Female,France,19147.509644120782
Master,1,Marketing Manager,62,Male,England,41766.90332427569
High School,1,Customer Service Manager,29,Male,Dominican-Republic,13998.193141638181
High School,12,Chef,21,Male,South,15284.360123026108
Bachelor,23,Administrative Assistant,45,Female,Canada,28534.213362199796
PhD,26,Accountant,60,Male,Trinadad&Tobago,138752.85405525734
High School,18,Social Worker,30,Male,Vietnam,13709.351554620602
High School,21,Nurse,29,Male,Cambodia,21594.758291115293
Master,3,Administrative Assistant,54,Female,China,40594.4392152068
High School,7,Graphic Designer,31,Male,United-States,13570.952243423615
Bachelor,25,HR Specialist,60,Female,Guatemala,69000.0
PhD,20,Retail Store Manager,44,Female,Peru,83483.17608308229
Bachelor,17,Nurse,31,Male,United-States,61424.87575153418
Master,9,Sales Representative,47,Female,Scotland,78207.30174908237
Master,19,Construction Worker,35,Male,Outlying-US(Guam-USVI-etc),44680.25551519971
Master,25,Event Planner,40,Female,France,82038.60263980026
Master,25,Sales Representative,64,Male,China,96960.0
Bachelor,14,Graphic Designer,54,Male,?,45339.09348262164
Bachelor,18,Construction Worker,31,Male,El-Salvador,27402.940345012452
Master,17,Project Manager (Non-IT),26,Female,United-States,120253.90179816293
PhD,9,Data Entry Clerk,46,Female,Peru,38295.81096461354
High School,5,Project Manager (Non-IT),38,Female,Peru,23376.02542878161
High School,22,Event Planner,36,Male,Greece,18531.904463519426
High School,4,Nurse,25,Female,Ireland,17837.622179679674
High School,12,Sales Representative,46,Female,India,18640.89059200492
Bachelor,3,Social Worker,32,Female,South,27647.75864608856
PhD,20,Customer Service Manager,60,Male,Peru,108098.0885550455
High School,28,Administrative Assistant,44,Female,Taiwan,11000.41593659347
High School,6,Librarian,64,Female,England,10978.653159892358
Bachelor,21,Retail Store Manager,40,Male,Cambodia,41815.7981788653
Master,3,Logistics Coordinator,39,Male,Nicaragua,68371.67711084893
High School,17,Chef,34,Male,Trinadad&Tobago,16540.297371500652
PhD,22,HR Specialist,35,Male,Outlying-US(Guam-USVI-etc),133847.41869774775
Master,10,Retail Store Manager,27,Female,Poland,47632.61565578663
Master,21,Customer Service Manager,47,Female,Taiwan,84104.03823060809
PhD,28,Data Entry Clerk,47,Female,England,52800.0
Master,27,Administrative Assistant,28,Male,Portugal,47211.5545671456
High School,28,Retail Store Manager,48,Male,England,15100.207292163102
High School,6,Data Entry Clerk,24,Male,South,6664.347641145492
PhD,24,Data Entry Clerk,64,Male,United-States,49501.682672855764
High School,22,Marketing Manager,37,Female,Canada,21510.540474060952
Bachelor,21,Administrative Assistant,32,Male,Outlying-US(Guam-USVI-etc),30657.49636165962
Bachelor,1,Retail Store Manager,25,Female,Honduras,32057.526833406737
Bachelor,5,Project Manager (Non-IT),22,Male,South,65822.30631090546
High School,5,Financial Analyst,29,Male,Mexico,22289.29269536693
PhD,9,Chef,20,Male,Columbia,95460.52269952244
Master,1,Administrative Assistant,59,Female,Thailand,36523.98279572673
Bachelor,8,Sales Representative,45,Female,Dominican-Republic,53353.9809638376
PhD,3,Data Entry Clerk,31,Male,Canada,34156.136676822585
High School,27,Administrative Assistant,42,Male,Mexico,10485.79807269986
PhD,2,Teacher,58,Female,France,72506.19385177366
PhD,6,Data Entry Clerk,53,Female,Japan,47487.228180718965
Bachelor,19,Accountant,57,Male,Ecuador,71848.18035602302
Master,23,Financial Analyst,36,Male,United-States,110134.16740343688
PhD,24,Administrative Assistant,29,Male,Ireland,61000.70604211017
Master,5,Accountant,25,Male,Hungary,80332.29840423979
PhD,11,Teacher,30,Male,China,67458.84681921064
Bachelor,23,Retail Store Manager,50,Male,Vietnam,46158.76046183828
Master,4,Customer Service Manager,23,Female,Columbia,64479.97145840059
Master,3,Data Entry Clerk,38,Male,Canada,25350.350716195582
Master,10,Project Manager (Non-IT),20,Male,?,101793.1267508299
PhD,14,Accountant,33,Female,Ireland,112104.25385024135
High School,26,Construction Worker,41,Male,Trinadad&Tobago,10220.685254862788
Bachelor,16,Administrative Assistant,45,Female,Guatemala,24866.33842717194
High School,3,Event Planner,34,Male,Dominican-Republic,16552.637832196964
PhD,14,Chef,43,Female,Guatemala,96206.35372575643
PhD,27,Logistics Coordinator,26,Male,Haiti,101437.18040346513
PhD,11,Construction Worker,64,Female,Cambodia,52038.28172748468
Bachelor,19,Construction Worker,44,Male,Peru,26205.2225267811
PhD,7,Administrative Assistant,58,Female,Philippines,57559.65631995395
Master,25,Administrative Assistant,32,Female,Laos,46390.86007512399
PhD,3,Operations Coordinator,64,Female,Outlying-US(Guam-USVI-etc),91781.71409967451
Bachelor,22,Accountant,27,Female,Hong,64455.438404415196
Bachelor,10,Operations Coordinator,56,Female,South,42647.45546212906
Master,2,Social Worker,25,Male,South,53879.06053993913
High School,22,Project Manager (Non-IT),25,Male,Taiwan,24558.79829095295
PhD,11,Operations Coordinator,22,Male,Greece,95498.10211487423
High School,4,Project Manager (Non-IT),21,Female,Dominican-Republic,21919.89583166121
Master,15,Project Manager (Non-IT),49,Female,South,115038.33958846555
PhD,25,Accountant,34,Male,South,132953.64570423507
Bachelor,13,Librarian,24,Female,Haiti,33662.77409760752
Master,19,Event Planner,52,Female,England,78503.96922310547
Bachelor,1,Chef,57,Male,Trinadad&Tobago,39714.54940590452
Bachelor,4,Social Worker,62,Male,Jamaica,29964.73396474829
PhD,24,Financial Analyst,24,Male,Taiwan,146211.41424836585
PhD,13,Customer Service Manager,21,Female,Ecuador,91611.8740348707
High School,9,Administrative Assistant,28,Male,United-States,10211.352230561457
PhD,23,HR Specialist,49,Male,Japan,139021.14635285726
PhD,28,Librarian,33,Male,Haiti,74178.27304756545
High School,2,Librarian,54,Male,Canada,12268.365407868312
Master,22,Customer Service Manager,30,Male,Hong,86455.45932500102
Master,3,Graphic Designer,24,Male,Germany,58330.408610891616
PhD,4,Social Worker,61,Male,Ecuador,76278.4999121318
Master,7,Customer Service Manager,33,Female,Guatemala,68997.75051516124
PhD,1,Construction Worker,52,Male,Hungary,41276.66552314049
Bachelor,23,Accountant,33,Male,Mexico,66908.29026690571
Bachelor,7,Logistics Coordinator,25,Female,Ireland,38415.32347368655
Bachelor,8,Financial Analyst,34,Male,Dominican-Republic,63228.54871813992
Master,7,Nurse,48,Female,El-Salvador,82433.18921550215
High School,5,Marketing Manager,23,Female,Columbia,15130.173345506946
High School,27,Financial Analyst,52,Female,Trinadad&Tobago,24720.0
Bachelor,15,Nurse,64,Female,Germany,61195.57231480228
Bachelor,29,Customer Service Manager,24,Male,Cuba,55748.524756627245
Master,13,Accountant,46,Male,Trinadad&Tobago,98819.78704408792
Master,4,Teacher,46,Male,Germany,57180.580565709475
PhD,10,Customer Service Manager,57,Female,India,114699.41614708386
Bachelor,26,Chef,62,Female,England,52930.46163521416
Master,18,Marketing Manager,59,Female,Scotland,84684.25106818156
Master,4,Retail Store Manager,23,Male,Ecuador,54593.82977464691
Master,10,Administrative Assistant,47,Male,Greece,36335.47596727009
PhD,19,Chef,59,Male,Ecuador,100409.45730861054
Bachelor,1,Chef,56,Male,Yugoslavia,46173.056151410005
Master,22,Marketing Manager,59,Male,Peru,82618.57723730656
High School,21,Operations Coordinator,29,Female,Cambodia,15952.344785609686
PhD,9,HR Specialist,44,Female,France,113468.96138351392
PhD,7,Data Entry Clerk,46,Female,Yugoslavia,39235.143247373126
Master,11,Librarian,43,Male,Portugal,52870.50260188378
PhD,21,Marketing Manager,48,Male,Nicaragua,118473.06183541084
PhD,28,Data Entry Clerk,40,Male,Philippines,52458.86287930172
Master,9,Administrative Assistant,39,Female,Nicaragua,38502.39703952354
Bachelor,29,Customer Service Manager,26,Male,Poland,52874.82605996889
PhD,23,Logistics Coordinator,38,Female,Laos,104441.07784516393
High School,17,Social Worker,48,Female,Vietnam,12551.218422207941
Bachelor,18,Marketing Manager,33,Male,Hungary,46096.95231490633
PhD,22,Administrative Assistant,49,Female,Puerto-Rico,59473.810043230354
Master,1,Customer Service Manager,48,Male,Taiwan,74068.07448959559
Master,10,Financial Analyst,38,Female,Vietnam,104343.94961189787
High School,23,Data Entry Clerk,26,Male,Outlying-US(Guam-USVI-etc),8072.094052286338
High School,23,HR Specialist,43,Male,England,22080.0
High School,8,Construction Worker,56,Male,Taiwan,10117.700247723546
Master,15,Customer Service Manager,53,Male,Philippines,86412.35134334756
PhD,24,Chef,62,Female,China,113700.0
High School,22,Chef,50,Male,Cambodia,16887.812932661796
Bachelor,10,Sales Representative,52,Male,United-States,51854.21678920238
Master,29,Logistics Coordinator,55,Male,Iran,76800.0
PhD,1,Construction Worker,24,Female,Ecuador,54140.87637870423
Bachelor,2,HR Specialist,42,Male,South,53485.747920008136
High School,5,Project Manager (Non-IT),49,Male,Thailand,21951.924910292506
Master,3,Event Planner,41,Female,Italy,58984.521736944575
PhD,24,Chef,42,Female,Guatemala,110304.57135316309
PhD,19,Administrative Assistant,33,Male,Haiti,60695.8141632391
High School,25,Sales Representative,28,Female,Jamaica,18817.339833768645
PhD,4,Social Worker,53,Male,China,73161.96663135142
PhD,18,Financial Analyst,55,Male,Germany,153495.33962074187
High School,5,Project Manager (Non-IT),31,Male,Philippines,25368.337156898528
PhD,21,Project Manager (Non-IT),46,Female,El-Salvador,165900.0
High School,25,Sales Representative,29,Male,Hungary,19064.342930833238
High School,28,Chef,21,Female,Portugal,15711.572748175367
High School,19,Nurse,45,Male,Haiti,20576.373481376
Master,11,Nurse,58,Female,Iran,87221.81498931207
PhD,23,Construction Worker,43,Female,Japan,70200.0
Master,1,Nurse,39,Male,Ecuador,80325.75855636386
Bachelor,17,Social Worker,62,Female,Peru,37287.10460219618
PhD,21,Operations Coordinator,28,Female,Haiti,93928.45015499966
High School,29,Teacher,59,Female,El-Salvador,14160.0
Bachelor,3,Data Entry Clerk,56,Female,Thailand,19245.37910284183
PhD,6,Accountant,31,Male,Guatemala,123252.78447107312
Bachelor,27,Administrative Assistant,36,Female,Portugal,31343.74136779626
High School,15,Librarian,35,Female,Peru,11955.637194810066
Bachelor,21,Administrative Assistant,42,Male,Cuba,27412.775381771164
PhD,8,Data Entry Clerk,44,Female,Italy,44008.12922134385
PhD,9,Social Worker,45,Male,Germany,75491.92630103377
Master,7,Administrative Assistant,42,Female,Ireland,39292.61506594884
PhD,7,Chef,34,Male,Laos,99132.58038370966
Bachelor,16,Customer Service Manager,42,Male,Japan,57487.017618415535
PhD,20,Sales Representative,54,Female,Dominican-Republic,130171.82780922785
Bachelor,17,Chef,50,Female,United-States,44899.49703762134
Master,13,Accountant,22,Male,Peru,96773.91656841511
PhD,23,Librarian,58,Male,Trinadad&Tobago,78900.0
Master,29,Social Worker,37,Male,Mexico,60521.35337923755
PhD,12,Accountant,54,Female,Mexico,131911.99889896976
Bachelor,23,Social Worker,32,Female,Philippines,41334.97254426408
Bachelor,27,Sales Representative,48,Female,Nicaragua,58694.14802450996
PhD,21,Librarian,35,Female,Laos,78844.10888563756
High School,10,Sales Representative,39,Male,Hong,17235.07655072429
High School,3,Social Worker,33,Female,Columbia,10739.181843510958
Master,18,Graphic Designer,44,Female,Guatemala,71618.10888913965
PhD,15,Operations Coordinator,34,Male,Hong,91523.39658388303
Master,12,Graphic Designer,56,Male,Honduras,63811.78441042934
Bachelor,24,Chef,43,Male,Greece,55305.392373704155
PhD,25,Sales Representative,23,Male,India,111554.45981457314
High School,22,Logistics Coordinator,64,Female,Dominican-Republic,16800.0
PhD,25,Operations Coordinator,22,Female,France,96124.43573202813
High School,22,Construction Worker,42,Male,Haiti,11407.036098041717
Master,26,Administrative Assistant,61,Male,Laos,49704.11641915409
PhD,17,HR Specialist,51,Male,Trinadad&Tobago,139800.0
Master,29,Construction Worker,44,Male,Thailand,44346.725036991804
High School,2,Teacher,60,Female,Trinadad&Tobago,10502.664957318442
Master,29,Operations Coordinator,22,Male,United-States,67020.9007719228
PhD,9,Construction Worker,59,Male,United-States,52193.934982947474
Bachelor,2,Construction Worker,57,Female,?,27250.704424256655
Master,26,Data Entry Clerk,25,Male,Hong,32060.521946219076
High School,28,Graphic Designer,32,Male,Laos,15822.166831495302
High School,29,Logistics Coordinator,22,Female,Dominican-Republic,15118.089130846298
Master,27,Social Worker,64,Male,Guatemala,63360.0
Bachelor,16,Customer Service Manager,47,Male,Puerto-Rico,47288.419144572086
Master,9,Social Worker,62,Male,Honduras,51545.25648698948
PhD,4,Project Manager (Non-IT),26,Male,Dominican-Republic,130088.00955695062
PhD,25,Logistics Coordinator,50,Male,India,105000.0
Master,11,Sales Representative,50,Female,Haiti,82008.64432878405
PhD,13,Librarian,58,Female,England,72710.19962104865
PhD,27,Administrative Assistant,60,Male,Germany,66665.75016460227
PhD,28,Social Worker,54,Female,Canada,87600.0
PhD,7,Financial Analyst,60,Female,Japan,140154.74067073126
Master,28,Construction Worker,49,Male,England,46906.250626767345
Master,20,Nurse,23,Male,Puerto-Rico,90267.74207380619
Master,22,Administrative Assistant,29,Female,Honduras,44739.28003116226
PhD,24,Data Entry Clerk,33,Female,Jamaica,46761.14163277756
Master,4,HR Specialist,31,Male,Scotland,79359.0009304086
High School,6,Construction Worker,34,Female,Cuba,9974.848826743828
PhD,23,Accountant,53,Male,Dominican-Republic,147661.80609474715
Bachelor,13,Operations Coordinator,58,Male,Columbia,42971.57241074016
High School,11,Event Planner,51,Female,India,16399.673729415998
Master,22,Teacher,46,Male,Haiti,56896.74926007261
Master,24,Construction Worker,35,Male,Guatemala,44074.21621962655
PhD,19,Graphic Designer,22,Male,Nicaragua,93861.63608858368
Master,6,Construction Worker,53,Male,Germany,30836.59616209456
High School,25,Librarian,37,Male,France,12154.402531142978
Bachelor,8,Chef,44,Male,Ecuador,44335.67333765823
Master,15,Chef,26,Male,Nicaragua,69762.90606756034
Master,21,HR Specialist,39,Female,Vietnam,97608.63726888063
PhD,14,Sales Representative,36,Female,Outlying-US(Guam-USVI-etc),102342.95673113331
Master,9,Project Manager (Non-IT),41,Female,England,106372.5407015465
PhD,24,Customer Service Manager,30,Female,Japan,116346.74470302035
Master,21,Data Entry Clerk,49,Female,Guatemala,35842.54691100137
Bachelor,6,Teacher,64,Male,?,35070.58003431632
PhD,9,Customer Service Manager,30,Female,Haiti,100971.96336453682
High School,17,Librarian,51,Male,Peru,12300.573900588417
PhD,28,Event Planner,52,Female,Outlying-US(Guam-USVI-etc),120435.45075886577
PhD,28,Marketing Manager,21,Male,India,133658.8377764188
High School,1,Social Worker,45,Female,Ireland,9787.512104050818
PhD,7,Chef,34,Female,Poland,95264.34759958339
Master,17,Customer Service Manager,30,Male,Puerto-Rico,86473.57054200444
PhD,9,Project Manager (Non-IT),28,Male,Germany,158608.19849876387
High School,18,Librarian,27,Female,Ireland,11267.541201554614
PhD,20,Construction Worker,26,Male,Ecuador,64287.730514384115
Master,6,HR Specialist,60,Female,El-Salvador,78429.55750057861
Bachelor,18,Librarian,42,Female,United-States,37339.183443322
High School,19,Logistics Coordinator,55,Male,India,16016.362996916685
Bachelor,21,Logistics Coordinator,63,Female,Poland,45654.35016622208
Bachelor,22,Graphic Designer,51,Female,United-States,46074.1923330433
Bachelor,28,Financial Analyst,54,Male,Italy,78000.0
Bachelor,15,Marketing Manager,26,Female,Greece,60137.93313976748
High School,26,Event Planner,56,Female,Portugal,19353.490574991556
PhD,20,Data Entry Clerk,51,Male,Canada,50172.42070375108
High School,2,Nurse,21,Male,Thailand,15315.092511518402
PhD,7,Financial Analyst,31,Male,Outlying-US(Guam-USVI-etc),134882.81627856338
Master,21,Construction Worker,52,Male,Yugoslavia,43465.313232963716
Master,16,Financial Analyst,63,Female,Poland,112349.58071057155
Bachelor,5,Graphic Designer,57,Male,Guatemala,42565.30716323894
PhD,28,Construction Worker,33,Female,Jamaica,64747.95801742755
Master,2,Sales Representative,25,Male,Cambodia,75389.87378484114
High School,28,Accountant,54,Male,England,22352.197282144964
High School,8,Librarian,55,Male,Outlying-US(Guam-USVI-etc),11309.440467381952
Bachelor,11,Financial Analyst,22,Female,Mexico,66595.64247078654
PhD,29,Financial Analyst,31,Female,Scotland,146222.0561421797
High School,20,Customer Service Manager,62,Female,Cambodia,17242.297444105574
Master,22,Event Planner,47,Male,Laos,80966.48252960658
Bachelor,5,Librarian,56,Male,Philippines,32438.43157206476
Master,24,Construction Worker,34,Female,Germany,45833.04422600524
High School,20,Data Entry Clerk,33,Female,Italy,7419.075088177245
High School,20,Marketing Manager,54,Female,Canada,22690.060775367994
Bachelor,5,Marketing Manager,33,Female,Thailand,44214.42117945215
High School,18,Teacher,53,Male,Guatemala,14160.0
High School,7,Construction Worker,62,Female,Italy,9800.251971131642
PhD,20,Social Worker,35,Female,Taiwan,73644.8870194356
Bachelor,8,Data Entry Clerk,40,Male,?,19767.98146517728
High School,6,Graphic Designer,41,Male,Portugal,12475.285948667544
Bachelor,23,Teacher,29,Female,Ecuador,35937.91463357081
High School,26,Customer Service Manager,59,Male,?,19440.0
Master,25,Chef,23,Male,Canada,73645.58124830869
Bachelor,16,Chef,24,Male,Canada,40594.77291690592
Master,2,Data Entry Clerk,25,Male,Philippines,26282.76450850454
High School,25,Retail Store Manager,32,Male,Canada,14453.27772851923
Bachelor,9,Teacher,23,Female,Trinadad&Tobago,37405.43038400067
PhD,4,Project Manager (Non-IT),38,Female,United-States,150699.03875307346
High School,9,Logistics Coordinator,64,Male,England,13962.279759740473
PhD,22,Sales Representative,44,Male,Puerto-Rico,112551.13026922625
Master,26,Sales Representative,34,Male,Yugoslavia,87785.2558521996
High School,25,Marketing Manager,51,Male,Columbia,22825.03189609662
PhD,26,Teacher,54,Female,?,87600.0
PhD,2,Chef,28,Male,Trinadad&Tobago,96789.91419260253
Master,16,Accountant,25,Female,El-Salvador,102772.03139268285
PhD,25,Librarian,24,Female,Ireland,74972.79398319461
Bachelor,12,Nurse,34,Male,France,53850.88443868621
PhD,14,Data Entry Clerk,63,Male,Taiwan,40424.47157163729
High School,23,Teacher,35,Male,Portugal,14112.978699206318
Bachelor,25,Nurse,30,Male,Japan,62662.725995828216
High School,13,Logistics Coordinator,53,Female,Philippines,16358.395406143673
Master,21,Event Planner,46,Male,India,84874.34166666692
Bachelor,8,Retail Store Manager,61,Female,United-States,34244.37338819482
PhD,17,Social Worker,23,Female,Philippines,79542.6507282095
Bachelor,7,Librarian,29,Male,Scotland,32410.768266747986
Bachelor,24,Administrative Assistant,61,Male,Japan,30426.60454824347
Master,20,Nurse,26,Female,Thailand,82495.62868645131
Master,13,Financial Analyst,32,Male,China,106136.61818060042
High School,22,Operations Coordinator,45,Male,Peru,16313.449265066003
Master,26,Financial Analyst,27,Female,Jamaica,110097.39675365141
PhD,27,Graphic Designer,23,Female,Ireland,99478.66330300506
Master,28,Sales Representative,29,Male,Greece,83181.23119405343
Master,10,Marketing Manager,24,Male,Thailand,79022.81307442616
Master,2,Marketing Manager,40,Male,Thailand,57321.28388211131
High School,15,HR Specialist,47,Male,Hong,18671.56862895385
PhD,9,Chef,32,Male,Honduras,86449.61052465644
High School,2,HR Specialist,26,Male,Peru,16315.004419939432
PhD,22,Sales Representative,60,Male,Vietnam,131100.0
Master,28,Chef,38,Female,England,79859.57663169192
PhD,7,Social Worker,55,Female,India,80907.44898102095
Master,3,Operations Coordinator,27,Male,Columbia,68115.43253390376
High School,7,Nurse,32,Male,Scotland,19518.91013529535
Master,5,Librarian,46,Female,El-Salvador,48275.699530780126
PhD,8,Data Entry Clerk,22,Female,Columbia,38858.39576995949
PhD,3,Project Manager (Non-IT),21,Male,Vietnam,127599.25782958245
PhD,17,HR Specialist,53,Male,Honduras,137589.8301630143
Master,22,Librarian,55,Male,Columbia,56640.0
Bachelor,15,Retail Store Manager,61,Female,Haiti,46121.23916543375
Bachelor,16,Librarian,36,Female,Ecuador,36073.84055517291
Master,3,Retail Store Manager,49,Male,Jamaica,55537.34571116257
Bachelor,8,Graphic Designer,39,Female,Poland,42004.458416562265
High School,25,Event Planner,25,Female,Italy,18050.24874476723
Bachelor,1,Retail Store Manager,31,Female,Poland,33387.36215809439
High School,14,Nurse,52,Male,Vietnam,20733.5076825741
PhD,9,Accountant,46,Male,Laos,120612.23292615589
Bachelor,3,Event Planner,42,Female,Ireland,38514.25319825902
Bachelor,6,HR Specialist,41,Male,Italy,61211.87350625218
Master,5,Event Planner,61,Female,Vietnam,72754.36959381077
PhD,6,Data Entry Clerk,64,Male,India,39657.47749031265
PhD,14,Project Manager (Non-IT),22,Female,Honduras,146332.621605919
PhD,9,Construction Worker,40,Male,United-States,51538.3218458103
PhD,3,Data Entry Clerk,33,Female,Mexico,38108.354705252845
PhD,25,Accountant,44,Male,El-Salvador,137683.9610073808
Master,14,Marketing Manager,35,Female,Mexico,76562.66092341676
Master,3,HR Specialist,60,Female,Japan,92027.40501924939
High School,2,Customer Service Manager,40,Female,Guatemala,16170.153939684827
Bachelor,4,Social Worker,31,Female,India,32163.71440886322
Master,13,Chef,39,Female,Vietnam,79224.6893401615
Bachelor,6,Teacher,21,Female,Jamaica,32346.92380811876
Bachelor,19,Graphic Designer,38,Female,Guatemala,46898.66241450682
PhD,11,Data Entry Clerk,50,Female,China,43700.634100663505
Bachelor,19,Operations Coordinator,54,Male,Greece,47804.612232393934
PhD,14,Logistics Coordinator,26,Female,Iran,88009.64377536913
High School,4,Nurse,58,Female,Laos,16168.890843146966
Bachelor,28,Event Planner,48,Female,?,54361.84212357676
PhD,7,Data Entry Clerk,56,Female,Mexico,34938.59612681065
Master,29,HR Specialist,26,Male,Italy,99043.19282970388
PhD,7,Graphic Designer,41,Male,Hungary,96405.22327630888
PhD,27,Project Manager (Non-IT),34,Male,Scotland,164757.2733927204
PhD,24,Sales Representative,24,Male,Haiti,122363.59107389087
PhD,18,Social Worker,40,Male,Outlying-US(Guam-USVI-etc),77179.11340973101
High School,4,Administrative Assistant,54,Male,Laos,10643.448572239704
Bachelor,21,Event Planner,45,Female,United-States,58562.56675511502
Master,16,Data Entry Clerk,59,Male,Poland,32849.72072522873
Master,29,Project Manager (Non-IT),61,Male,Honduras,122914.2105834797
High School,9,Administrative Assistant,28,Male,Trinadad&Tobago,8970.339068581567
Master,16,Marketing Manager,29,Female,Cuba,76848.59007419419
Master,8,Teacher,53,Female,Peru,48079.52786569935
Master,17,Construction Worker,36,Female,Portugal,39621.60581524171
High School,19,Graphic Designer,51,Female,Trinadad&Tobago,15937.837438654027
High School,8,Social Worker,27,Male,China,12898.46036905208
High School,13,Logistics Coordinator,43,Male,Canada,14821.035638612933
High School,20,Customer Service Manager,50,Female,Portugal,19440.0
